epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.10583766059739504,0.24654267540872732,0.10583766059739504,0.03874241945854688,0.14045091768947698,0.03874241945854688
1,0.0404838008333498,0.1447344035672735,0.0404838008333498,0.020518006780579433,0.09826513708142912,0.020518006780579433
2,0.027768612606947355,0.1184837029242058,0.027768612606947355,0.01593285454121434,0.09248210672857397,0.01593285454121434
3,0.02217809173232838,0.10590327675662824,0.02217809173232838,0.010000041263746255,0.06481204245050075,0.010000041263746255
4,0.018872458394418267,0.09795839312488336,0.018872458394418267,0.008616052615314217,0.061006685908315546,0.008616052615314217
5,0.01672776977914864,0.09210937929305948,0.01672776977914864,0.007229745001295361,0.054305547816773596,0.007229745001295361
6,0.015044941942193616,0.08716625685313109,0.015044941942193616,0.00624438428114784,0.050513090849932975,0.00624438428114784
7,0.01370922711763237,0.08314903768331511,0.01370922711763237,0.005429245190205589,0.04583835778600079,0.005429245190205589
8,0.012626916184020577,0.07981169404886933,0.012626916184020577,0.004593866381999421,0.04164636144572395,0.004593866381999421
9,0.011674453866785206,0.07626282655671715,0.011674453866785206,0.0037399260672519646,0.03646137683762837,0.0037399260672519646
10,0.01105261590780575,0.07408176829565817,0.01105261590780575,0.0032166254832961803,0.0320284775916045,0.0032166254832961803
11,0.010347115886665738,0.07163265584183655,0.010347115886665738,0.0035568840359732254,0.036379225410015904,0.0035568840359732254
12,0.010026034098793702,0.07020727170905325,0.010026034098793702,0.0032650272626335085,0.033256062606381157,0.0032650272626335085
13,0.009652559650438363,0.06875776510630081,0.009652559650438363,0.0027870250277821037,0.03016198109203981,0.0027870250277821037
14,0.009245166283990466,0.06706545389156097,0.009245166283990466,0.0026097415825075835,0.028793768562629062,0.0026097415825075835
15,0.009073827618252494,0.06639067206714454,0.009073827618252494,0.0027239515773667877,0.03112983479464458,0.0027239515773667877
16,0.008896099507753084,0.06554590609631558,0.008896099507753084,0.002501024181413922,0.026516155055645158,0.002501024181413922
17,0.008638448493956312,0.06460260447345055,0.008638448493956312,0.002636024201588737,0.03059750659612276,0.002636024201588737
18,0.008415098656524919,0.06372375357379792,0.008415098656524919,0.0024227324682800887,0.025397971130402413,0.0024227324682800887
19,0.008187836019207102,0.06296665074506294,0.008187836019207102,0.002734399387826038,0.029621248180835932,0.002734399387826038
20,0.008048994795306087,0.06214340576040211,0.008048994795306087,0.0022351539242910063,0.025240471854932226,0.0022351539242910063
21,0.00805164205291664,0.062228592648816264,0.00805164205291664,0.002357166686186062,0.028001889144465074,0.002357166686186062
22,0.007941677771222743,0.06160862364176748,0.007941677771222743,0.002461577338951845,0.029706298073722145,0.002461577338951845
23,0.007771435412151346,0.06109753819798101,0.007771435412151346,0.002136599169392928,0.02595230693913112,0.002136599169392928
24,0.007640132030198124,0.06072724005306707,0.007640132030198124,0.0021119662259618545,0.021152046146029134,0.0021119662259618545
25,0.007523969905987096,0.06006410466169498,0.007523969905987096,0.00187682731706507,0.0235831687163751,0.00187682731706507
26,0.007444115377454234,0.059697559663354716,0.007444115377454234,0.0021144041537023072,0.025359847772298223,0.0021144041537023072
27,0.007340416115627233,0.059335435941211705,0.007340416115627233,0.0015631687022860052,0.018476641934238754,0.0015631687022860052
28,0.007217279542038944,0.0588163187794848,0.007217279542038944,0.0016635461188497622,0.02122278329995224,0.0016635461188497622
29,0.007218953720462729,0.05869380041543863,0.007218953720462729,0.0019435203257825826,0.020870792821554813,0.0019435203257825826
30,0.0071832958890844,0.05878615969502087,0.0071832958890844,0.0018062226654827532,0.019076004648044452,0.0018062226654827532
31,0.007018027650410814,0.05803362112532038,0.007018027650410814,0.002030754236946419,0.024957315475380017,0.002030754236946419
32,0.007071852959049091,0.05834227584318311,0.007071852959049091,0.0015309386209868905,0.01975267468872717,0.0015309386209868905
