train,val
0.01820582619858096,0.009246730693751051
0.010034288653633152,0.003513954966866774
0.0057469486390523935,0.0022939905427676087
0.003873431538839055,0.0011119351197354701
0.0027188256069126983,0.0008563208400967437
0.0020330912160241733,0.0005575554778105107
0.0018258310788635003,0.000777521898695401
0.001571618820889853,0.0004510647762036894
0.001492153784847292,0.00036351726248792153
0.0013340895188182753,0.0006149466289029471
0.0011701528273988515,0.00027253050502320175
0.001158982212591977,0.00030074009542448675
0.0009856219821022419,0.00028638486943883005
0.0009671123179546355,0.00027775158323959173
0.0009362116435785656,0.00020784475292165682
0.0008191390433753638,0.00027231071659372143
0.0007697670637002295,0.0001829228481048147
0.0007434188123822779,0.00013812369047304932
0.0006541913690339045,0.00013055780498883265
0.0006980248132173944,0.00010611542675478068
0.0006490550984618376,0.00012957546446276062
0.0006494889024432506,0.00016415381767153627
0.0005491709832668952,9.561405801449789e-05
0.0005035237054866941,9.630345035727897e-05
0.0004815743064366119,8.484637816525926e-05
0.00047822586107624534,9.71976677285426e-05
0.00046387092848105925,0.0001469109282145401
0.00041528407588054466,0.00011282960901824954
0.00043874464450788724,6.716066548886001e-05
0.0003671127513213002,0.00012338480363990702
